nid	naks	gname	lon	lat	year	date	jd
N03-Kri	क्रित्तिका	* 17 Tau	27.466	3.964	-250	-0250-12-31T18:00:00	1630110.034468
N03-Kri	क्रित्तिका	* 17 Tau	28.157	3.967	-250	-0250-12-31T18:00:00	1630110.034468
N03-Kri	क्रित्तिका	* 17 Tau	31.617	3.990	0	0000-12-31T06:00:00	1721422.534468
N03-Kri	क्रित्तिका	* 17 Tau	35.079	4.014	250	0250-12-31T18:00:00	1812735.034468
N03-Kri	क्रित्तिका	* 17 Tau	357.181	3.769	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 17 Tau	38.546	4.039	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 17 Tau	4.041	3.810	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 17 Tau	42.017	4.063	750	0750-12-31T18:00:00	1995360.034468
N03-Kri	क्रित्तिका	* 17 Tau	7.476	3.831	-1750	-1750-12-31T18:00:00	1082235.034468
N03-Kri	क्रित्तिका	* 19 Tau	0.764	4.115	-2250	-2250-12-31T18:00:00	899610.034468
N03-Kri	क्रित्तिका	* 19 Tau	11.069	4.179	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 19 Tau	11.757	4.183	-1450	-1450-12-31T18:00:00	1191810.034468
N03-Kri	क्रित्तिका	* 19 Tau	12.445	4.188	-1400	-1400-12-31T06:00:00	1210072.534468
N03-Kri	क्रित्तिका	* 19 Tau	13.134	4.192	-1350	-1350-12-31T18:00:00	1228335.034468
N03-Kri	क्रित्तिका	* 19 Tau	13.822	4.197	-1300	-1300-12-31T06:00:00	1246597.534468
N03-Kri	क्रित्तिका	* 19 Tau	14.511	4.201	-1250	-1250-12-31T18:00:00	1264860.034468
N03-Kri	क्रित्तिका	* 19 Tau	15.199	4.206	-1200	-1200-12-31T06:00:00	1283122.534468
N03-Kri	क्रित्तिका	* 19 Tau	15.888	4.210	-1150	-1150-12-31T18:00:00	1301385.034468
N03-Kri	क्रित्तिका	* 19 Tau	16.577	4.215	-1100	-1100-12-31T06:00:00	1319647.534468
N03-Kri	क्रित्तिका	* 19 Tau	17.266	4.219	-1050	-1050-12-31T18:00:00	1337910.034468
N03-Kri	क्रित्तिका	* 19 Tau	17.266	4.220	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 19 Tau	17.955	4.224	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 19 Tau	21.404	4.247	-750	-0750-12-31T18:00:00	1447485.034468
N03-Kri	क्रित्तिका	* 19 Tau	22.094	4.251	-700	-0700-12-31T06:00:00	1465747.534468
N03-Kri	क्रित्तिका	* 19 Tau	22.784	4.256	-650	-0650-12-31T18:00:00	1484010.034468
N03-Kri	क्रित्तिका	* 19 Tau	23.474	4.261	-600	-0600-12-31T06:00:00	1502272.534468
N03-Kri	क्रित्तिका	* 19 Tau	24.165	4.265	-550	-0550-12-31T18:00:00	1520535.034468
N03-Kri	क्रित्तिका	* 19 Tau	24.856	4.270	-500	-0500-12-31T06:00:00	1538797.534468
N03-Kri	क्रित्तिका	* 19 Tau	25.546	4.275	-450	-0450-12-31T18:00:00	1557060.034468
N03-Kri	क्रित्तिका	* 19 Tau	26.237	4.279	-400	-0400-12-31T06:00:00	1575322.534468
N03-Kri	क्रित्तिका	* 19 Tau	26.928	4.284	-350	-0350-12-31T18:00:00	1593585.034468
N03-Kri	क्रित्तिका	* 19 Tau	27.619	4.291	-250	-0250-12-31T18:00:00	1630110.034468
N03-Kri	क्रित्तिका	* 19 Tau	27.620	4.289	-300	-0300-12-31T06:00:00	1611847.534468
N03-Kri	क्रित्तिका	* 19 Tau	28.311	4.293	-250	-0250-12-31T18:00:00	1630110.034468
N03-Kri	क्रित्तिका	* 19 Tau	31.770	4.317	0	0000-12-31T06:00:00	1721422.534468
N03-Kri	क्रित्तिका	* 19 Tau	35.233	4.342	250	0250-12-31T18:00:00	1812735.034468
N03-Kri	क्रित्तिका	* 19 Tau	357.336	4.095	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 19 Tau	38.700	4.366	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 19 Tau	4.196	4.136	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 19 Tau	42.170	4.391	750	0750-12-31T18:00:00	1995360.034468
N03-Kri	क्रित्तिका	* 19 Tau	7.631	4.157	-1750	-1750-12-31T18:00:00	1082235.034468
N03-Kri	क्रित्तिका	* 20 Tau	0.877	3.986	-2250	-2250-12-31T18:00:00	899610.034468
N03-Kri	क्रित्तिका	* 20 Tau	11.183	4.050	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 20 Tau	11.871	4.054	-1450	-1450-12-31T18:00:00	1191810.034468
N03-Kri	क्रित्तिका	* 20 Tau	12.559	4.059	-1400	-1400-12-31T06:00:00	1210072.534468
