jd	date	yr	season	rtu	sun_lon	sun_naks	moon_lat	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न
1952866.75	634-09-01	634	4	R4-śarat	157.63	N12-UPal/β Leo	-4.98	155.54	N12-UPal/β Leo	0	2	N12-UPal	N12-UPal
1952881.25	634-09-15	634	4	R4-śarat	171.88	N13-Has/γ Crv	4.99	348.51	N26-UBha/γ Peg	1	176	N13-Has	N26-UBha
1952896.75	634-10-01	634	4	R4-śarat	187.26	N15-Swa/α Boo	-4.41	188.43	N15-Swa/α Boo	0	1	N15-Swa	N15-Swa
1952911.25	634-10-15	634	4	R4-śarat	201.77	N16-Vis/α1 Lib	3.41	26.61	N02-Bha/* 35 Ari	1	175	N16-Vis	N02-Bha
1952926.75	634-10-31	634	5	R5-hemanta	217.39	N17-Anu/δ Sco	-2.22	222.13	N17-Anu/δ Sco	0	4	N17-Anu	N17-Anu
1952940.25	634-11-13	634	5	R5-hemanta	231.08	N18-Jye/α Sco	1.63	49.13	N04-Roh/ε Tau	1	178	N18-Jye	N04-Roh
1952955.75	634-11-29	634	5	R5-hemanta	246.87	N19-Mul/θ Sco	-0.33	243.76	N19-Mul/ν Sco	0	3	N19-Mul	N19-Mul
1952970.25	634-12-13	634	5	R5-hemanta	261.66	N21-UAsh/φ Sgr	-1.56	84.53	N06-Ard/γ Gem	1	177	N21-UAsh	N06-Ard
1952985.75	634-12-29	634	6	R6-śiśira	277.47	N22-Shr/α Aql	2.80	279.66	N22-Shr/α Aql	0	2	N22-Shr	N22-Shr
1952999.25	635-01-11	635	6	R6-śiśira	291.20	N23-Dha/β Del	-3.25	105.99	N08-Pus/δ Cnc	1	174	N23-Dha	N08-Pus
1953014.75	635-01-27	635	6	R6-śiśira	306.89	N23-Dha/γ2 Del	4.26	302.42	N23-Dha/γ2 Del	0	4	N23-Dha	N23-Dha
1953029.25	635-02-10	635	6	R6-śiśira	321.48	N24-Sha/λ Aqr	-4.85	139.42	N11-PPal/δ Leo	1	177	N24-Sha	N11-PPal
1953044.75	635-02-26	635	1	R1-vasanta	336.94	N25-PBha/α Peg	4.97	340.83	N25-PBha/β Peg	0	3	N25-PBha	N25-PBha
1953059.25	635-03-12	635	1	R1-vasanta	351.29	N26-UBha/γ Peg	-4.69	172.18	N13-Has/γ Crv	1	179	N26-UBha	N13-Has
1953073.75	635-03-27	635	1	R1-vasanta	5.51	N01-Ash/γ Ari	4.18	4.36	N01-Ash/γ Ari	0	1	N01-Ash	N01-Ash
1953089.25	635-04-11	635	1	R1-vasanta	20.58	N01-Ash/α Ari	-2.84	204.89	N16-Vis/α1 Lib	1	175	N01-Ash	N16-Vis
1953102.75	635-04-25	635	2	R2-grīṣma	33.62	N02-Bha/* 39 Ari	2.62	27.85	N02-Bha/* 35 Ari	0	5	N02-Bha	N02-Bha
1953118.25	635-05-10	635	2	R2-grīṣma	48.49	N04-Roh/θ2 Tau	-1.08	225.87	N17-Anu/ω1 Sco	1	177	N04-Roh	N17-Anu
1953132.75	635-05-25	635	2	R2-grīṣma	62.34	N05-Mrg/γ Ori	-0.69	65.42	N05-Mrg/λ Ori	0	3	N05-Mrg	N05-Mrg
1953148.25	635-06-09	635	2	R2-grīṣma	77.11	N06-Ard/γ Gem	1.98	260.06	N21-UAsh/φ Sgr	1	177	N06-Ard	N21-UAsh
1953161.75	635-06-23	635	2	R2-grīṣma	89.97	N07-Pun/α Gem	-2.60	87.90	N07-Pun/α Gem	0	2	N07-Pun	N07-Pun
1953177.25	635-07-08	635	3	R3-varṣā	104.76	N08-Pus/δ Cnc	3.61	282.25	N22-Shr/γ Aql	1	177	N08-Pus	N22-Shr
1953191.75	635-07-23	635	3	R3-varṣā	118.64	N09-Asl/ζ Hya	-4.62	122.92	N10-Mag/μ Leo	0	4	N09-Asl	N10-Mag
1953207.25	635-08-07	635	3	R3-varṣā	133.57	N10-Mag/α Leo	4.99	319.42	N24-Sha/λ Aqr	1	174	N10-Mag	N24-Sha
1953220.75	635-08-21	635	3	R3-varṣā	146.65	N11-PPal/θ Leo	-4.99	144.29	N11-PPal/θ Leo	0	2	N11-PPal	N11-PPal
1953236.25	635-09-05	635	4	R4-śarat	161.80	N12-UPal/β Leo	4.73	342.84	N25-PBha/β Peg	1	178	N12-UPal	N25-PBha
1953250.75	635-09-20	635	4	R4-śarat	176.09	N13-Has/δ Crv	-4.09	177.31	N13-Has/β Crv	0	1	N13-Has	N13-Has
1953265.25	635-10-04	635	4	R4-śarat	190.51	N15-Swa/α Boo	3.58	6.23	N01-Ash/γ Ari	1	175	N15-Swa	N01-Ash
1953280.75	635-10-20	635	4	R4-śarat	206.05	N16-Vis/α1 Lib	-1.72	209.80	N16-Vis/α2 Lib	0	3	N16-Vis	N16-Vis
1953295.25	635-11-03	635	5	R5-hemanta	220.69	N17-Anu/δ Sco	0.40	44.62	N04-Roh/γ Tau	1	176	N17-Anu	N04-Roh
1953309.75	635-11-18	635	5	R5-hemanta	235.41	N18-Jye/ε Sco	0.16	230.47	N18-Jye/α Sco	0	4	N18-Jye	N18-Jye
1953324.25	635-12-02	635	5	R5-hemanta	250.19	N19-Mul/ι1 Sco	-1.70	67.48	N05-Mrg/α Ori	1	177	N19-Mul	N05-Mrg
1953339.75	635-12-18	635	5	R5-hemanta	266.00	N21-UAsh/τ Sgr	3.00	263.77	N21-UAsh/σ Sgr	0	2	N21-UAsh	N21-UAsh
1953354.25	636-01-01	636	6	R6-śiśira	280.78	N22-Shr/α Aql	-4.25	104.21	N08-Pus/δ Cnc	1	176	N22-Shr	N08-Pus
1953369.75	636-01-17	636	6	R6-śiśira	296.53	N23-Dha/β Del	4.78	298.67	N23-Dha/α Del	0	2	N23-Dha	N23-Dha
1953383.25	636-01-30	636	6	R6-śiśira	310.18	N23-Dha/γ2 Del	-4.92	126.31	N10-Mag/ζ Leo	1	176	N23-Dha	N10-Mag
1953398.75	636-02-15	636	6	R6-śiśira	325.74	N24-Sha/λ Aqr	4.95	321.07	N24-Sha/λ Aqr	0	4	N24-Sha	N24-Sha
1953413.25	636-02-29	636	1	R1-vasanta	340.18	N25-PBha/β Peg	-4.42	160.75	N12-UPal/β Leo	1	179	N25-PBha	N12-UPal
1953428.75	636-03-16	636	1	R1-vasanta	355.48	N26-UBha/α And	3.44	358.65	N27-Rev/ε Psc	0	3	N26-UBha	N27-Rev
1953443.25	636-03-30	636	1	R1-vasanta	9.66	N01-Ash/γ Ari	-2.31	193.83	N15-Swa/α Boo	1	175	N01-Ash	N15-Swa
1953457.75	636-04-14	636	1	R1-vasanta	23.74	N02-Bha/* 35 Ari	1.59	22.01	N01-Ash/α Ari	0	1	N02-Bha	N01-Ash
1953472.25	636-04-28	636	2	R2-grīṣma	37.71	N03-Kri/* 17 Tau	-0.48	214.46	N16-Vis/α2 Lib	1	176	N03-Kri	N16-Vis
1953486.75	636-05-13	636	2	R2-grīṣma	51.61	N04-Roh/α Tau	-0.56	45.50	N04-Roh/γ Tau	0	6	N04-Roh	N04-Roh
1953502.25	636-05-28	636	2	R2-grīṣma	66.40	N05-Mrg/λ Ori	2.43	246.96	N19-Mul/θ Sco	1	179	N05-Mrg	N19-Mul
1953516.75	636-06-12	636	2	R2-grīṣma	80.21	N06-Ard/γ Gem	-3.66	83.96	N06-Ard/γ Gem	0	3	N06-Ard	N06-Ard
1953532.25	636-06-27	636	3	R3-varṣā	94.98	N07-Pun/β Gem	4.49	280.38	N22-Shr/α Aql	1	174	N07-Pun	N22-Shr
1953545.75	636-07-11	636	3	R3-varṣā	107.87	N08-Pus/δ Cnc	-4.72	107.08	N08-Pus/δ Cnc	0	0	N08-Pus	N08-Pus
1953561.25	636-07-26	636	3	R3-varṣā	122.73	N10-Mag/μ Leo	4.97	302.16	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha
1953574.75	636-08-09	636	3	R3-varṣā	135.75	N10-Mag/α Leo	-4.97	129.89	N10-Mag/γ Leo	0	5	N10-Mag	N10-Mag
1953590.25	636-08-24	636	4	R4-śarat	150.80	N12-UPal/* 93 Leo	4.69	324.27	N24-Sha/λ Aqr	1	173	N12-UPal	N24-Sha
1953604.75	636-09-08	636	4	R4-śarat	165.00	N13-Has/γ Crv	-3.72	165.16	N13-Has/γ Crv	0	0	N13-Has	N13-Has
1953620.25	636-09-23	636	4	R4-śarat	180.31	N13-Has/β Crv	2.63	360.99	N27-Rev/ε Psc	1	179	N13-Has	N27-Rev
1953634.75	636-10-08	636	4	R4-śarat	194.77	N15-Swa/α Boo	-1.12	198.68	N16-Vis/α1 Lib	0	3	N15-Swa	N16-Vis
1953649.25	636-10-22	636	4	R4-śarat	209.33	N16-Vis/α2 Lib	0.65	23.88	N02-Bha/* 35 Ari	1	174	N16-Vis	N02-Bha
1953663.75	636-11-06	636	5	R5-hemanta	223.99	N17-Anu/π Sco	0.79	219.38	N17-Anu/δ Sco	0	4	N17-Anu	N17-Anu
1953679.25	636-11-21	636	5	R5-hemanta	239.75	N19-Mul/ζ2 Sco	-2.76	62.14	N05-Mrg/γ Ori	1	177	N19-Mul	N05-Mrg
1953693.75	636-12-06	636	5	R5-hemanta	254.53	N20-PAsh/δ Sgr	3.46	251.80	N20-PAsh/γ Sgr	0	2	N20-PAsh	N20-PAsh
1953708.25	636-12-20	636	5	R5-hemanta	269.33	N21-UAsh/τ Sgr	-4.27	85.35	N06-Ard/γ Gem	1	176	N21-UAsh	N06-Ard
1953723.75	637-01-05	637	6	R6-śiśira	285.12	N22-Shr/β Aql	4.89	284.66	N22-Shr/β Aql	0	0	N22-Shr	N22-Shr
1953738.25	637-01-19	637	6	R6-śiśira	299.83	N23-Dha/δ Del	-4.95	123.29	N10-Mag/μ Leo	1	176	N23-Dha	N10-Mag
1953753.75	637-02-04	637	6	R6-śiśira	315.47	N24-Sha/λ Aqr	4.54	318.61	N24-Sha/λ Aqr	0	3	N24-Sha	N24-Sha
1953767.25	637-02-17	637	6	R6-śiśira	328.99	N25-PBha/α Peg	-4.23	145.93	N11-PPal/θ Leo	1	176	N25-PBha	N11-PPal
1953782.75	637-03-05	637	1	R1-vasanta	344.39	N25-PBha/β Peg	3.39	340.46	N25-PBha/β Peg	0	3	N25-PBha	N25-PBha
1953797.25	637-03-19	637	1	R1-vasanta	358.67	N27-Rev/ε Psc	-1.79	181.36	N13-Has/β Crv	1	177	N27-Rev	N13-Has
1953812.75	637-04-04	637	1	R1-vasanta	13.81	N01-Ash/γ Ari	0.42	16.75	N01-Ash/β Ari	0	2	N01-Ash	N01-Ash
1953826.25	637-04-17	637	1	R1-vasanta	26.88	N02-Bha/* 35 Ari	0.11	202.78	N16-Vis/α1 Lib	1	175	N02-Bha	N16-Vis
1953841.75	637-05-03	637	2	R2-grīṣma	41.80	N03-Kri/* 27 Tau	-1.67	39.76	N03-Kri/* 17 Tau	0	2	N03-Kri	N03-Kri
1953856.25	637-05-17	637	2	R2-grīṣma	55.68	N04-Roh/α Tau	2.97	235.93	N18-Jye/ε Sco	1	179	N04-Roh	N18-Jye
1953870.75	637-06-01	637	2	R2-grīṣma	69.51	N05-Mrg/α Ori	-3.50	63.16	N05-Mrg/γ Ori	0	6	N05-Mrg	N05-Mrg
1953886.25	637-06-16	637	2	R2-grīṣma	84.27	N06-Ard/γ Gem	4.74	268.57	N21-UAsh/τ Sgr	1	175	N06-Ard	N21-UAsh
1953900.75	637-07-01	637	3	R3-varṣā	98.09	N07-Pun/β Gem	-5.01	102.11	N07-Pun/β Gem	0	4	N07-Pun	N07-Pun
1953915.25	637-07-15	637	3	R3-varṣā	111.95	N09-Asl/σ Hya	5.00	289.43	N22-Shr/β Aql	1	177	N09-Asl	N22-Shr
1953929.75	637-07-30	637	3	R3-varṣā	125.87	N10-Mag/ζ Leo	-4.72	125.66	N10-Mag/ζ Leo	0	0	N10-Mag	N10-Mag
1953945.25	637-08-14	637	3	R3-varṣā	140.84	N11-PPal/δ Leo	3.93	322.80	N24-Sha/λ Aqr	1	178	N11-PPal	N24-Sha
1953958.75	637-08-28	637	4	R4-śarat	153.98	N12-UPal/β Leo	-3.59	148.84	N12-UPal/* 93 Leo	0	5	N12-UPal	N12-UPal
1953974.25	637-09-12	637	4	R4-śarat	169.19	N13-Has/γ Crv	2.46	344.27	N25-PBha/β Peg	1	175	N13-Has	N25-PBha
1953988.75	637-09-27	637	4	R4-śarat	183.55	N14-Chi/α Vir	-0.67	185.11	N15-Swa/α Boo	0	1	N14-Chi	N15-Swa
1954004.25	637-10-12	637	4	R4-śarat	199.03	N16-Vis/α1 Lib	-0.64	19.57	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash
1954017.75	637-10-26	637	5	R5-hemanta	212.62	N16-Vis/α2 Lib	1.30	206.84	N16-Vis/α2 Lib	0	5	N16-Vis	N16-Vis
1954033.25	637-11-10	637	5	R5-hemanta	228.31	N18-Jye/σ Sco	-2.58	41.97	N03-Kri/* 27 Tau	1	173	N18-Jye	N03-Kri
1954047.75	637-11-25	637	5	R5-hemanta	243.07	N19-Mul/ν Sco	3.87	240.60	N19-Mul/ζ2 Sco	0	2	N19-Mul	N19-Mul
1954063.25	637-12-10	637	5	R5-hemanta	258.87	N20-PAsh/λ Sgr	-4.75	79.77	N06-Ard/γ Gem	1	179	N20-PAsh	N06-Ard
1954077.75	637-12-25	637	6	R6-śiśira	273.67	N21-UAsh/τ Sgr	5.00	273.49	N21-UAsh/τ Sgr	0	0	N21-UAsh	N21-UAsh
1954092.25	638-01-08	638	6	R6-śiśira	288.43	N22-Shr/β Aql	-5.01	103.08	N08-Pus/δ Cnc	1	174	N22-Shr	N08-Pus
1954107.75	638-01-24	638	6	R6-śiśira	304.14	N23-Dha/γ2 Del	4.33	306.13	N23-Dha/γ2 Del	0	1	N23-Dha	N23-Dha
1954122.25	638-02-07	638	6	R6-śiśira	318.74	N24-Sha/λ Aqr	-3.44	141.61	N11-PPal/δ Leo	1	177	N24-Sha	N11-PPal
1954137.75	638-02-23	638	1	R1-vasanta	334.23	N25-PBha/α Peg	2.09	339.15	N25-PBha/β Peg	0	4	N25-PBha	N25-PBha
1954151.25	638-03-08	638	1	R1-vasanta	347.61	N26-UBha/γ Peg	-1.62	164.60	N13-Has/γ Crv	1	176	N26-UBha	N13-Has
1954166.75	638-03-24	638	1	R1-vasanta	2.84	N01-Ash/γ Ari	0.20	360.42	N27-Rev/ε Psc	0	2	N01-Ash	N27-Rev
1954181.25	638-04-07	638	1	R1-vasanta	16.97	N01-Ash/α Ari	1.66	201.16	N16-Vis/α1 Lib	1	175	N01-Ash	N16-Vis
1954196.75	638-04-23	638	2	R2-grīṣma	31.95	N02-Bha/* 39 Ari	-2.82	35.49	N03-Kri/* 17 Tau	0	3	N02-Bha	N03-Kri
1954210.25	638-05-06	638	2	R2-grīṣma	44.92	N04-Roh/γ Tau	3.35	223.16	N17-Anu/δ Sco	1	178	N04-Roh	N17-Anu
1954225.75	638-05-22	638	2	R2-grīṣma	59.74	N05-Mrg/γ Ori	-4.24	58.17	N05-Mrg/γ Ori	0	1	N05-Mrg	N05-Mrg
1954240.25	638-06-05	638	2	R2-grīṣma	73.56	N05-Mrg/α Ori	4.88	257.36	N20-PAsh/λ Sgr	1	176	N05-Mrg	N20-PAsh
1954254.75	638-06-20	638	2	R2-grīṣma	87.37	N07-Pun/α Gem	-4.97	81.32	N06-Ard/γ Gem	0	6	N07-Pun	N06-Ard
1954269.25	638-07-04	638	3	R3-varṣā	101.20	N07-Pun/β Gem	4.93	278.45	N22-Shr/α Aql	1	177	N07-Pun	N22-Shr
1954284.75	638-07-20	638	3	R3-varṣā	116.03	N09-Asl/ζ Hya	-4.22	120.01	N10-Mag/ε Leo	0	3	N09-Asl	N10-Mag
1954299.25	638-08-03	638	3	R3-varṣā	129.97	N10-Mag/γ Leo	3.55	311.16	N23-Dha/γ2 Del	1	178	N10-Mag	N23-Dha
1954313.75	638-08-18	638	3	R3-varṣā	144.00	N11-PPal/θ Leo	-2.68	143.58	N11-PPal/θ Leo	0	0	N11-PPal	N11-PPal
1954329.25	638-09-02	638	4	R4-śarat	159.13	N12-UPal/β Leo	0.90	343.80	N25-PBha/β Peg	1	175	N12-UPal	N25-PBha
1954342.75	638-09-16	638	4	R4-śarat	172.41	N13-Has/γ Crv	-0.65	166.89	N13-Has/γ Crv	0	5	N13-Has	N13-Has
1954358.25	638-10-01	638	4	R4-śarat	187.79	N15-Swa/α Boo	-1.01	4.75	N01-Ash/γ Ari	1	176	N15-Swa	N01-Ash
1954372.75	638-10-16	638	4	R4-śarat	202.30	N16-Vis/α1 Lib	2.65	204.21	N16-Vis/α1 Lib	0	1	N16-Vis	N16-Vis
1954388.25	638-10-31	638	5	R5-hemanta	217.93	N17-Anu/δ Sco	-3.67	38.96	N03-Kri/* 17 Tau	1	178	N17-Anu	N03-Kri
1954401.75	638-11-14	638	5	R5-hemanta	231.62	N18-Jye/α Sco	4.11	226.55	N17-Anu/ω1 Sco	0	5	N18-Jye	N17-Anu
1954417.25	638-11-29	638	5	R5-hemanta	247.40	N19-Mul/κ Sco	-4.70	60.95	N05-Mrg/γ Ori	1	173	N19-Mul	N05-Mrg
1954431.75	638-12-14	638	5	R5-hemanta	262.20	N21-UAsh/φ Sgr	4.98	261.54	N21-UAsh/φ Sgr	0	0	N21-UAsh	N21-UAsh
1954447.25	638-12-29	638	6	R6-śiśira	278.00	N22-Shr/α Aql	-4.72	97.85	N07-Pun/β Gem	1	179	N22-Shr	N07-Pun
1954461.75	639-01-13	639	6	R6-śiśira	292.75	N23-Dha/β Del	3.97	295.08	N23-Dha/β Del	0	2	N23-Dha	N23-Dha
1954476.25	639-01-27	639	6	R6-śiśira	307.43	N23-Dha/γ2 Del	-3.62	120.85	N10-Mag/ε Leo	1	173	N23-Dha	N10-Mag
1954491.75	639-02-12	639	6	R6-śiśira	323.01	N24-Sha/λ Aqr	1.53	327.67	N24-Sha/λ Aqr	0	4	N24-Sha	N24-Sha
1954506.25	639-02-26	639	1	R1-vasanta	337.47	N25-PBha/α Peg	-0.46	159.27	N12-UPal/β Leo	1	178	N25-PBha	N12-UPal
1954520.75	639-03-13	639	1	R1-vasanta	351.81	N26-UBha/γ Peg	-0.36	348.25	N26-UBha/γ Peg	0	3	N26-UBha	N26-UBha
1954535.25	639-03-27	639	1	R1-vasanta	6.03	N01-Ash/γ Ari	1.67	182.55	N14-Chi/α Vir	1	176	N01-Ash	N14-Chi
1954550.75	639-04-12	639	1	R1-vasanta	21.10	N01-Ash/α Ari	-3.14	21.05	N01-Ash/α Ari	0	0	N01-Ash	N01-Ash
1954565.25	639-04-26	639	2	R2-grīṣma	35.09	N03-Kri/* 17 Tau	4.29	220.35	N17-Anu/δ Sco	1	174	N03-Kri	N17-Anu
1954580.75	639-05-12	639	2	R2-grīṣma	49.96	N04-Roh/ε Tau	-4.81	55.21	N04-Roh/α Tau	0	5	N04-Roh	N04-Roh
1954594.25	639-05-25	639	2	R2-grīṣma	62.85	N05-Mrg/γ Ori	4.94	243.05	N19-Mul/ν Sco	1	179	N05-Mrg	N19-Mul
1954609.75	639-06-10	639	2	R2-grīṣma	77.62	N06-Ard/γ Gem	-4.93	77.48	N06-Ard/γ Gem	0	0	N06-Ard	N06-Ard
1954623.25	639-06-23	639	3	R3-varṣā	90.48	N07-Pun/α Gem	4.79	265.41	N21-UAsh/τ Sgr	1	174	N07-Pun	N21-UAsh
1954638.75	639-07-09	639	3	R3-varṣā	105.27	N08-Pus/δ Cnc	-4.27	100.11	N07-Pun/β Gem	0	5	N08-Pus	N07-Pun
1954653.25	639-07-23	639	3	R3-varṣā	119.15	N10-Mag/ε Leo	3.08	299.77	N23-Dha/δ Del	1	179	N10-Mag	N23-Dha
1954668.75	639-08-08	639	3	R3-varṣā	134.08	N10-Mag/α Leo	-1.65	137.79	N11-PPal/δ Leo	0	3	N10-Mag	N11-PPal
1954683.25	639-08-22	639	3	R3-varṣā	148.15	N12-UPal/* 93 Leo	0.28	332.69	N25-PBha/α Peg	1	175	N12-UPal	N25-PBha
1954697.75	639-09-06	639	4	R4-śarat	162.32	N12-UPal/β Leo	0.48	161.12	N12-UPal/β Leo	0	1	N12-UPal	N12-UPal
1954712.25	639-09-20	639	4	R4-śarat	176.62	N13-Has/δ Crv	-1.60	353.27	N26-UBha/α And	1	176	N13-Has	N26-UBha
1954726.75	639-10-05	639	4	R4-śarat	191.04	N15-Swa/α Boo	2.55	184.44	N14-Chi/α Vir	0	6	N15-Swa	N14-Chi
1954742.25	639-10-20	639	4	R4-śarat	206.58	N16-Vis/α2 Lib	-4.01	25.85	N02-Bha/* 35 Ari	1	179	N16-Vis	N02-Bha
1954756.75	639-11-04	639	5	R5-hemanta	221.23	N17-Anu/δ Sco	4.74	222.72	N17-Anu/δ Sco	0	1	N17-Anu	N17-Anu
1954772.25	639-11-19	639	5	R5-hemanta	236.97	N18-Jye/ε Sco	-4.98	59.31	N05-Mrg/γ Ori	1	177	N18-Jye	N05-Mrg
1954785.75	639-12-03	639	5	R5-hemanta	250.73	N20-PAsh/γ Sgr	4.97	245.63	N19-Mul/λ Sco	0	5	N20-PAsh	N19-Mul
1954801.25	639-12-18	639	5	R5-hemanta	266.54	N21-UAsh/τ Sgr	-4.65	80.86	N06-Ard/γ Gem	1	174	N21-UAsh	N06-Ard
1954815.75	640-01-02	640	6	R6-śiśira	281.32	N22-Shr/α Aql	3.63	281.78	N22-Shr/α Aql	0	0	N22-Shr	N22-Shr
1954831.25	640-01-17	640	6	R6-śiśira	297.07	N23-Dha/β Del	-2.61	116.43	N09-Asl/ζ Hya	1	179	N23-Dha	N09-Asl
1954845.75	640-02-01	640	6	R6-śiśira	311.72	N23-Dha/γ2 Del	0.94	316.10	N24-Sha/λ Aqr	0	4	N23-Dha	N24-Sha
1954861.25	640-02-16	640	6	R6-śiśira	327.27	N24-Sha/λ Aqr	0.67	153.57	N12-UPal/β Leo	1	173	N24-Sha	N12-UPal
1954874.75	640-03-01	640	1	R1-vasanta	340.70	N25-PBha/β Peg	-0.97	337.08	N25-PBha/α Peg	0	3	N25-PBha	N25-PBha
1954890.25	640-03-16	640	1	R1-vasanta	356.00	N26-UBha/α And	2.70	176.78	N13-Has/β Crv	1	179	N26-UBha	N13-Has
1954904.75	640-03-31	640	1	R1-vasanta	10.18	N01-Ash/γ Ari	-3.60	9.77	N01-Ash/γ Ari	0	0	N01-Ash	N01-Ash
1954919.25	640-04-14	640	1	R1-vasanta	24.25	N02-Bha/* 35 Ari	4.23	200.27	N16-Vis/α1 Lib	1	176	N02-Bha	N16-Vis
1954934.75	640-04-30	640	2	R2-grīṣma	39.18	N03-Kri/* 17 Tau	-4.94	42.43	N03-Kri/* 27 Tau	0	3	N03-Kri	N03-Kri
1954949.25	640-05-14	640	2	R2-grīṣma	53.07	N04-Roh/α Tau	4.97	239.02	N19-Mul/ζ2 Sco	1	174	N04-Roh	N19-Mul
1954963.75	640-05-29	640	2	R2-grīṣma	66.91	N05-Mrg/λ Ori	-4.87	63.47	N05-Mrg/λ Ori	0	3	N05-Mrg	N05-Mrg
1954978.25	640-06-12	640	2	R2-grīṣma	80.72	N06-Ard/γ Gem	4.23	262.24	N21-UAsh/φ Sgr	1	178	N06-Ard	N21-UAsh
1954993.75	640-06-28	640	3	R3-varṣā	95.49	N07-Pun/β Gem	-3.31	97.49	N07-Pun/β Gem	0	2	N07-Pun	N07-Pun
1955007.25	640-07-11	640	3	R3-varṣā	108.38	N08-Pus/δ Cnc	2.79	285.03	N22-Shr/β Aql	1	176	N08-Pus	N22-Shr
1955022.75	640-07-27	640	3	R3-varṣā	123.24	N10-Mag/μ Leo	-1.61	119.43	N10-Mag/ε Leo	0	3	N10-Mag	N10-Mag
1955037.25	640-08-10	640	3	R3-varṣā	137.23	N11-PPal/δ Leo	-0.26	320.33	N24-Sha/λ Aqr	1	176	N11-PPal	N24-Sha
1955052.75	640-08-26	640	4	R4-śarat	152.30	N12-UPal/β Leo	1.65	155.84	N12-UPal/β Leo	0	3	N12-UPal	N12-UPal
1955066.25	640-09-08	640	4	R4-śarat	165.52	N13-Has/γ Crv	-2.15	341.68	N25-PBha/β Peg	1	176	N13-Has	N25-PBha
1955081.75	640-09-24	640	4	R4-śarat	180.84	N13-Has/β Crv	3.46	178.86	N13-Has/β Crv	0	1	N13-Has	N13-Has
1955096.25	640-10-08	640	4	R4-śarat	195.30	N15-Swa/α Boo	-4.36	14.81	N01-Ash/β Ari	1	179	N15-Swa	N01-Ash
1955111.75	640-10-24	640	5	R5-hemanta	210.87	N16-Vis/α2 Lib	5.01	217.38	N17-Anu/δ Sco	0	6	N16-Vis	N17-Anu
1955126.25	640-11-07	640	5	R5-hemanta	225.54	N17-Anu/ω1 Sco	-4.99	47.48	N04-Roh/δ Tau	1	178	N17-Anu	N04-Roh
1955140.75	640-11-22	640	5	R5-hemanta	240.29	N19-Mul/ζ2 Sco	4.75	240.74	N19-Mul/ζ2 Sco	0	0	N19-Mul	N19-Mul
1955156.25	640-12-07	640	5	R5-hemanta	256.09	N20-PAsh/ε Sgr	-3.83	80.33	N06-Ard/γ Gem	1	175	N20-PAsh	N06-Ard
1955169.75	640-12-21	640	5	R5-hemanta	269.86	N21-UAsh/τ Sgr	3.62	263.92	N21-UAsh/σ Sgr	0	5	N21-UAsh	N21-UAsh
1955185.25	641-01-05	641	6	R6-śiśira	285.65	N22-Shr/β Aql	-2.33	101.35	N07-Pun/β Gem	1	175	N22-Shr	N07-Pun
1955199.75	641-01-20	641	6	R6-śiśira	300.37	N23-Dha/γ2 Del	0.60	301.05	N23-Dha/γ2 Del	0	0	N23-Dha	N23-Dha
1955215.25	641-02-04	641	6	R6-śiśira	316.00	N24-Sha/λ Aqr	0.72	135.61	N10-Mag/α Leo	1	179	N24-Sha	N10-Mag
1955229.75	641-02-19	641	1	R1-vasanta	330.52	N25-PBha/α Peg	-2.51	336.47	N25-PBha/α Peg	0	5	N25-PBha	N25-PBha
1955245.25	641-03-06	641	1	R1-vasanta	345.91	N26-UBha/γ Peg	3.61	171.67	N13-Has/γ Crv	1	174	N26-UBha	N13-Has
1955258.75	641-03-20	641	1	R1-vasanta	359.19	N27-Rev/ε Psc	-3.96	357.98	N27-Rev/ε Psc	0	1	N27-Rev	N27-Rev
1955274.25	641-04-04	641	1	R1-vasanta	14.32	N01-Ash/γ Ari	4.73	194.73	N15-Swa/α Boo	1	179	N01-Ash	N15-Swa
1955288.75	641-04-19	641	1	R1-vasanta	28.36	N02-Bha/* 35 Ari	-5.00	31.46	N02-Bha/* 39 Ari	0	3	N02-Bha	N02-Bha
1955303.25	641-05-03	641	2	R2-grīṣma	42.31	N03-Kri/* 27 Tau	5.01	218.17	N17-Anu/δ Sco	1	175	N03-Kri	N17-Anu
1955317.75	641-05-18	641	2	R2-grīṣma	56.19	N04-Roh/α Tau	-4.72	52.35	N04-Roh/α Tau	0	3	N04-Roh	N04-Roh
1955333.25	641-06-02	641	2	R2-grīṣma	70.97	N05-Mrg/α Ori	3.49	257.10	N20-PAsh/λ Sgr	1	173	N05-Mrg	N20-PAsh
1955347.75	641-06-17	641	2	R2-grīṣma	84.78	N06-Ard/γ Gem	-2.91	84.96	N06-Ard/γ Gem	0	0	N06-Ard	N06-Ard
1955362.25	641-07-01	641	3	R3-varṣā	98.60	N07-Pun/β Gem	1.65	280.56	N22-Shr/α Aql	1	178	N07-Pun	N22-Shr
1955377.75	641-07-17	641	3	R3-varṣā	113.42	N09-Asl/η Hya	-0.05	117.98	N09-Asl/ζ Hya	0	4	N09-Asl	N09-Asl
1955391.25	641-07-30	641	3	R3-varṣā	126.38	N10-Mag/ζ Leo	-0.45	303.68	N23-Dha/γ2 Del	1	177	N10-Mag	N23-Dha
