padam,kaanda,varga,shloka,paada,cnt,linga
निर्भर,1,1,66,2,6,नपुं
तीव्र,1,1,67,1,1,नपुं
एकान्त,1,1,67,1,2,नपुं
नितान्त,1,1,67,1,3,नपुं
गाढ,1,1,67,1,4,नपुं
बाढ,1,1,67,1,5,नपुं
दृढ,1,1,67,1,6,नपुं
कुबेर,1,1,68,1,1,पुं
त्र्यम्बकसख,1,1,68,1,2,पुं
यक्षराज्,1,1,68,1,3,पुं
गुह्यकेश्वर,1,1,68,1,4,पुं
मनुष्यधर्मन्,1,1,68,2,1,पुं
धनद,1,1,68,2,2,पुं
राजराज,1,1,68,2,3,पुं
धनाधिप,1,1,68,2,4,पुं
किन्नरेश,1,1,69,1,1,पुं
वैश्रवण,1,1,69,1,2,पुं
पौलस्त्य,1,1,69,1,3,पुं
नरवाहन,1,1,69,1,4,पुं
यक्ष,1,1,69,2,1,पुं
एकपिङ्ग,1,1,69,2,2,पुं
ऐलविल,1,1,69,2,3,पुं
श्रीद,1,1,69,2,4,पुं
पुण्य,1,1,69,2,5,नपुं
जनेश्वर,1,1,69,2,6,पुं
चैत्ररथ,1,1,70,1,1,नपुं
नलकूबर,1,1,70,1,2,पुं
कैलास,1,1,70,2,1,पुं
अलका,1,1,70,2,2,स्त्री
पुष्पक,1,1,70,2,3,पुं-नपुं
किन्नर,1,1,71,1,1,पुं
किम्पुरुष,1,1,71,1,2,पुं
तुरङ्गवदन,1,1,71,1,3,पुं
मयु,1,1,71,1,4,पुं
निधि,1,1,71,2,1,पुं
शेवधि,1,1,71,2,2,पुं
पद्म,1,1,71,2,3,पुं-नपुं
शङ्ख,1,1,71,2,4,पुं-नपुं
महापद्म,1,1,71,3,1,पुं
पद्म,1,1,71,3,2,पुं-नपुं
शङ्ख,1,1,71,3,3,पुं-नपुं
मकर,1,1,71,3,4,पुं
कच्छप,1,1,71,3,5,पुं
मुकुन्द,1,1,71,4,1,पुं
कुन्द,1,1,71,4,2,पुं
नील,1,1,71,4,3,पुं
खर्व,1,1,71,4,4,पुं
द्यो,1,2,1,1,1,स्त्री
दिव्,1,2,1,1,2,स्त्री
अभ्र,1,2,1,1,3,नपुं
व्योमन्,1,2,1,1,4,नपुं
पुष्कर,1,2,1,1,5,नपुं
अम्बर,1,2,1,1,6,नपुं
नभस्,1,2,1,2,1,पुं
अन्तरिक्ष,1,2,1,2,2,नपुं
गगन,1,2,1,2,3,नपुं
अनन्त,1,2,1,2,4,नपुं
सुरवर्त्मन्,1,2,1,2,5,नपुं
ख,1,2,1,2,6,नपुं
वियत्,1,2,1,3,1,नपुं
विष्णुपद,1,2,1,3,2,नपुं
आकाश,1,2,1,3,3,पुं
विहायस्,1,2,1,3,4,पुं
विहायस्,1,2,1,4,1,पुं
नाक,1,2,1,4,2,पुं
द्यु,1,2,1,4,3,अव्य
अव्यय,1,2,1,4,4,वि
तारापथ,1,2,1,5,1,पुं
अन्तरिक्ष,1,2,1,5,2,नपुं
मेघाध्वन्,1,2,1,5,3,पुं
महाबिल,1,2,1,5,4,नपुं
शकुन,1,2,1,6,1,पुं
गगन,1,2,1,6,2,नपुं
दिश्,1,3,1,1,1,स्त्री
ककुभ्,1,3,1,1,2,स्त्री
काष्ठा,1,3,1,1,3,स्त्री
आशा,1,3,1,1,4,स्त्री
हरित्,1,3,1,1,5,स्त्री
प्राची,1,3,1,2,1,स्त्री
अवाची,1,3,1,2,2,स्त्री
प्रतीची,1,3,1,2,3,स्त्री
पूर्व,1,3,1,2,4,पुं
दक्षिण,1,3,1,2,5,स्त्री
पश्चिम,1,3,1,2,6,स्त्री
उत्तरा,1,3,2,1,1,स्त्री
उदीची,1,3,2,1,2,स्त्री
दिश्य,1,3,2,1,3,वि
अवाच्,1,3,2,2,1,वि
अवाचीन,1,3,2,2,2,वि
उदीचीन,1,3,2,2,3,वि
उदक्,1,3,2,2,4,अव्य
प्रत्यग्,1,3,2,3,1,अव्य
प्रतीचीन,1,3,2,3,2,वि
प्राचीन,1,3,2,3,3,नपुं
प्राक्,1,3,2,3,4,अव्य
इन्द्र,1,3,2,4,1,पुं
वह्नि,1,3,2,4,2,पुं
पितृपति,1,3,2,4,3,पुं
नैरृत,1,3,2,4,4,पुं
वरुण,1,3,2,4,5,पुं
मरुत्,1,3,2,4,6,पुं
कुबेर,1,3,3,1,1,पुं
ईश,1,3,3,1,2,पुं
पूर्व,1,3,3,1,3,पुं
रवि,1,3,3,2,1,पुं
शुक्र,1,3,3,2,2,पुं
महीसूनु,1,3,3,2,3,पुं
स्वर्भानु,1,3,3,2,4,पुं
भानुज,1,3,3,2,5,पुं
विधु,1,3,3,2,6,पुं
बुध,1,3,3,3,1,पुं
बृहस्पति,1,3,3,3,2,पुं
ऐरावत,1,3,3,4,1,पुं
पुण्डरीक,1,3,3,4,2,पुं
वामन,1,3,3,4,3,पुं
कुमुद,1,3,3,4,4,पुं
अञ्जन,1,3,3,4,5,पुं
पुष्पदन्त,1,3,4,1,1,पुं
सार्वभौम,1,3,4,1,2,पुं
सुप्रतीक,1,3,4,1,3,पुं
अभ्रमु,1,3,4,2,1,स्त्री
कपिला,1,3,4,2,2,स्त्री
पिङ्गला,1,3,4,2,3,स्त्री
अनुपमा,1,3,4,2,4,स्त्री
ताम्रकर्णी,1,3,5,1,1,स्त्री
शुभ्रदन्ती,1,3,5,1,2,स्त्री
अङ्गना,1,3,5,1,3,स्त्री
अञ्जनावती,1,3,5,1,4,स्त्री
अपदिशम्,1,3,5,2,1,नपुं-अव्य
विदिश्,1,3,5,2,2,स्त्री
अभ्यन्तर,1,3,6,1,1,नपुं
अन्तराल,1,3,6,1,2,नपुं
चक्रवाल,1,3,6,1,3,पुं
मण्डल,1,3,6,1,4,नपुं
अभ्र,1,3,6,2,1,नपुं
मेघ,1,3,6,2,2,पुं
वारिवाह,1,3,6,2,3,पुं
स्तनयित्नु,1,3,6,2,4,पुं
बलाहक,1,3,6,2,5,पुं
धाराधर,1,3,7,1,1,पुं
जलधर,1,3,7,1,2,पुं
तडित्वत्,1,3,7,1,3,पुं
वारिद,1,3,7,1,4,पुं
अम्बुभृत्,1,3,7,1,5,पुं
घन,1,3,7,2,1,पुं
जीमूत,1,3,7,2,2,पुं
मुदिर,1,3,7,2,3,पुं
जलमुच्,1,3,7,2,4,पुं
धूमयोनि,1,3,7,2,5,पुं
कादम्बिनी,1,3,8,1,1,स्त्री
मेघमाला,1,3,8,1,2,स्त्री
अभ्रिय,1,3,8,1,3,वि
स्तनित,1,3,8,2,1,नपुं
गर्जित,1,3,8,2,2,नपुं
मेघनिर्घोष,1,3,8,2,3,पुं
रसित,1,3,8,2,4,नपुं
शम्पा,1,3,9,1,1,स्त्री
शतह्रदा,1,3,9,1,2,स्त्री
ह्रादिनी,1,3,9,1,3,स्त्री
ऐरावती,1,3,9,1,4,स्त्री
क्षणप्रभा,1,3,9,1,5,स्त्री
तडित्,1,3,9,2,1,स्त्री
सौदामिनी,1,3,9,2,2,स्त्री
विद्युत्,1,3,9,2,3,स्त्री
चञ्चला,1,3,9,2,4,स्त्री
चपला,1,3,9,2,5,स्त्री
स्फूर्जथु,1,3,10,1,1,पुं
वज्रनिर्घोष,1,3,10,1,2,पुं
मेघज्योति,1,3,10,1,3,पुं
इरम्मद,1,3,10,1,4,पुं
इन्द्रायुध,1,3,10,2,1,नपुं
शक्रधनुस्,1,3,10,2,2,नपुं
रोहित,1,3,10,2,3,नपुं
वृष्टि,1,3,11,1,1,स्त्री
वर्ष,1,3,11,1,2,नपुं
अवग्राह,1,3,11,1,3,पुं
अवग्रह,1,3,11,1,4,पुं
धारासम्पात,1,3,11,2,1,पुं
आसार,1,3,11,2,2,पुं
शीकर,1,3,11,2,3,पुं
अम्बुकण,1,3,11,2,4,पुं
करका,1,3,12,1,1,स्त्री-पुं
मेघच्छन्न,1,3,12,1,2,नपुं
अहन्,1,3,12,1,3,नपुं
दुर्दिन,1,3,12,1,4,नपुं
अन्तर्धा,1,3,12,2,1,स्त्री
व्यवधा,1,3,12,2,2,स्त्री
अन्तर्धि,1,3,12,2,3,पुं
अपवारण,1,3,12,2,4,नपुं
अपिधान,1,3,13,1,1,नपुं
तिरोधान,1,3,13,1,2,नपुं
पिधान,1,3,13,1,3,नपुं
आच्छादन,1,3,13,1,4,नपुं
हिमांशु,1,3,13,2,1,पुं
चन्द्रमस्,1,3,13,2,2,पुं
चन्द्र,1,3,13,2,3,पुं
इन्दु,1,3,13,2,4,पुं
कुमुदबान्धव,1,3,13,2,5,पुं
विधु,1,3,14,1,1,पुं
सुधांशु,1,3,14,1,2,पुं
शुभ्रांशु,1,3,14,1,3,पुं
ओषधीश,1,3,14,1,4,पुं
निशापति,1,3,14,1,5,पुं
अब्ज,1,3,14,2,1,पुं
जैवातृक,1,3,14,2,2,पुं
सोम,1,3,14,2,3,पुं
ग्लौ,1,3,14,2,4,पुं
मृगाङ्क,1,3,14,2,5,पुं
कलानिधि,1,3,14,2,6,पुं
द्विजराज,1,3,15,1,1,पुं
शशधर,1,3,15,1,2,पुं
नक्षत्रेश,1,3,15,1,3,पुं
क्षपाकर,1,3,15,1,4,पुं
कला,1,3,15,2,1,स्त्री
बिम्ब,1,3,15,2,2,पुं-नपुं
मण्डल,1,3,15,2,3,वि
भित्त,1,3,16,1,1,नपुं
शकल,1,3,16,1,2,पुं-नपुं
खण्ड,1,3,16,1,3,पुं-नपुं
अर्ध,1,3,16,1,4,पुं
अर्ध,1,3,16,1,5,नपुं
चन्द्रिका,1,3,16,2,1,स्त्री
कौमुदी,1,3,16,2,2,स्त्री
ज्योत्स्ना,1,3,16,2,3,स्त्री
प्रसाद,1,3,16,2,4,पुं
प्रसन्नता,1,3,16,2,5,स्त्री
कलङ्क,1,3,17,1,1,पुं
अङ्क,1,3,17,1,2,पुं
लाञ्छन,1,3,17,1,3,नपुं
चिह्न,1,3,17,1,4,नपुं
लक्ष्मन्,1,3,17,1,5,नपुं
लक्षण,1,3,17,1,6,नपुं
सुषमा,1,3,17,2,1,स्त्री
शोभा,1,3,17,2,2,स्त्री
कान्ति,1,3,17,2,3,स्त्री
द्युति,1,3,17,2,4,स्त्री
छवि,1,3,17,2,5,स्त्री
अवश्याय,1,3,18,1,1,पुं
नीहार,1,3,18,1,2,पुं
तुषार,1,3,18,1,3,पुं
तुहिन,1,3,18,1,4,नपुं
हिम,1,3,18,1,5,नपुं
प्रालेय,1,3,18,2,1,नपुं
मिहिका,1,3,18,2,2,स्त्री
हिमानी,1,3,18,2,3,स्त्री
हिमसंहति,1,3,18,2,4,स्त्री
शीत,1,3,19,1,1,नपुं
सुषीम,1,3,19,1,2,वि
शिशिर,1,3,19,1,3,वि
जड,1,3,19,1,4,वि
तुषार,1,3,19,2,1,वि
शीतल,1,3,19,2,2,वि
शीत,1,3,19,2,3,वि
हिम,1,3,19,2,4,वि
ध्रुव,1,3,20,1,1,पुं
औत्तानपादि,1,3,20,1,2,पुं
अगस्त्य,1,3,20,1,3,पुं
कुम्भसम्भव,1,3,20,1,4,पुं
मैत्रावरुणि,1,3,20,2,1,पुं
लोपामुद्रा,1,3,20,2,2,स्त्री
सधर्मिणी,1,3,20,2,3,स्त्री
नक्षत्र,1,3,21,1,1,नपुं
ऋक्ष,1,3,21,1,2,नपुं
भ,1,3,21,1,3,नपुं
तारा,1,3,21,1,4,स्त्री
तारका,1,3,21,1,5,स्त्री
उडु,1,3,21,1,6,स्त्री-नपुं
दाक्षायिणी,1,3,21,2,1,स्त्री
अश्वयुज्,1,3,21,2,2,स्त्री
अश्विनी,1,3,21,2,3,स्त्री
राधा,1,3,22,1,1,स्त्री
विशाखा,1,3,22,1,2,स्त्री
पुष्य,1,3,22,1,3,पुं
सिध्या,1,3,22,1,4,पुं
तिष्या,1,3,22,1,5,स्त्री
श्रविष्ठा,1,3,22,1,6,स्त्री
धनिष्ठा,1,3,22,2,1,स्त्री
प्रोष्ठपदा,1,3,22,2,2,स्त्री
भाद्रपदा,1,3,22,2,3,स्त्री
मृगशीर्ष,1,3,23,1,1,नपुं
मृगशिरस्,1,3,23,1,2,नपुं
आग्रहायणी,1,3,23,1,3,स्त्री
इल्वला,1,3,23,2,1,स्त्री
बृहस्पति,1,3,24,1,1,पुं
सुराचार्य,1,3,24,1,2,पुं
गीष्पति,1,3,24,1,3,पुं
धिषण,1,3,24,1,4,पुं
गुरु,1,3,24,1,5,पुं
जीव,1,3,24,2,1,पुं
आङ्गिरस,1,3,24,2,2,पुं
वाचस्पति,1,3,24,2,3,पुं
चित्रशिखण्डिज,1,3,24,2,4,पुं
शुक्र,1,3,25,1,1,पुं
दैत्यगुरु,1,3,25,1,2,पुं
काव्य,1,3,25,1,3,पुं
उशनस्,1,3,25,1,4,पुं
भार्गव,1,3,25,1,5,पुं
कवि,1,3,25,1,6,पुं
अङ्गारक,1,3,25,2,1,पुं
कुज,1,3,25,2,2,पुं
भौम,1,3,25,2,3,पुं
लोहिताङ्ग,1,3,25,2,4,पुं
महीसुत,1,3,25,2,5,पुं
रौहिणेय,1,3,26,1,1,पुं
बुध,1,3,26,1,2,पुं
सौम्य,1,3,26,1,3,पुं
सौरि,1,3,26,1,4,पुं
शनैश्चर,1,3,26,1,5,पुं
तम,1,3,26,2,1,पुं
राहु,1,3,26,2,2,पुं
स्वर्भानु,1,3,26,2,3,पुं
सैंहिकेय,1,3,26,2,4,पुं
विधुन्तुद,1,3,26,2,5,पुं
मरीची,1,3,27,1,1,स्त्री
अत्रि,1,3,27,1,2,पुं
चित्रशिखन्डिन्,1,3,27,1,3,पुं
लग्न,1,3,27,2,1,नपुं
मेष,1,3,27,2,2,पुं
वृष,1,3,27,2,3,पुं
सूर,1,3,28,1,1,पुं
सूर्य,1,3,28,1,2,पुं
अर्यमन्,1,3,28,1,3,पुं
आदित्य,1,3,28,1,4,पुं
द्वादशात्मन्,1,3,28,1,5,पुं
दिवाकर,1,3,28,1,6,पुं
भास्कर,1,3,28,2,1,पुं
अहस्कर,1,3,28,2,2,पुं
ब्रध्न,1,3,28,2,3,पुं
प्रभाकर,1,3,28,2,4,पुं
विभाकर,1,3,28,2,5,पुं
भास्वत्,1,3,29,1,1,पुं
विवस्वत्,1,3,29,1,2,पुं
सप्ताश्व,1,3,29,1,3,पुं
हरिदश्व,1,3,29,1,4,पुं
उष्णरश्मि,1,3,29,1,5,पुं
विकर्तन,1,3,29,2,1,पुं
अर्क,1,3,29,2,2,पुं
मार्तण्ड,1,3,29,2,3,पुं
मिहिर,1,3,29,2,4,पुं
अरुण,1,3,29,2,5,पुं
पूषन्,1,3,29,2,6,पुं
द्युमणि,1,3,30,1,1,पुं
तरणि,1,3,30,1,2,पुं
मित्र,1,3,30,1,3,पुं
चित्रभानु,1,3,30,1,4,पुं
विरोचन,1,3,30,1,5,पुं
विभावसु,1,3,30,2,1,पुं
ग्रहपति,1,3,30,2,2,पुं
त्विषाम्पति,1,3,30,2,3,पुं
अहर्पति,1,3,30,2,4,पुं
भानु,1,3,31,1,1,पुं
हंस,1,3,31,1,2,पुं
सहस्रांशु,1,3,31,1,3,पुं
तपन,1,3,31,1,4,पुं
सवितृ,1,3,31,1,5,पुं
रवि,1,3,31,1,6,पुं
पद्माक्ष,1,3,31,2,1,पुं
तेजसांराशि,1,3,31,2,2,पुं
छायानाथ,1,3,31,2,3,पुं
तमिस्रहन्,1,3,31,2,4,पुं
कर्मसाक्षिन्,1,3,31,3,1,पुं
जगच्चक्षुस्,1,3,31,3,2,पुं
लोकबन्धु,1,3,31,3,3,पुं
त्रयीतनु,1,3,31,3,4,पुं
प्रद्योतन,1,3,31,4,1,पुं
दिनमणि,1,3,31,4,2,पुं
खद्योत,1,3,31,4,3,पुं
लोकबान्धव,1,3,31,4,4,पुं
इन,1,3,31,5,1,पुं
भग,1,3,31,5,2,पुं
धामनिधि,1,3,31,5,3,पुं
अंशुमालिन्,1,3,31,5,4,पुं
अब्जिनीपति,1,3,31,5,5,पुं
माठर,1,3,31,6,1,पुं
पिङ्गल,1,3,31,6,2,पुं
दण्ड,1,3,31,6,3,पुं
चण्डांशु,1,3,31,6,4,पुं
पारिपार्श्वक,1,3,31,6,5,पुं
सूरसूत,1,3,32,1,1,पुं
अरुण,1,3,32,1,2,पुं
अनूरु,1,3,32,1,3,पुं
काश्यपि,1,3,32,1,4,पुं
गरुडाग्रज,1,3,32,1,5,पुं
परिवेष,1,3,32,2,1,पुं
परिधि,1,3,32,2,2,पुं
उपसूर्यक,1,3,32,2,3,नपुं
मण्डल,1,3,32,2,4,नपुं
किरण,1,3,33,1,1,पुं
अस्र,1,3,33,1,2,नपुं
मयूख,1,3,33,1,3,पुं
अंशु,1,3,33,1,4,पुं
गभस्ति,1,3,33,1,5,पुं
घृणि,1,3,33,1,6,पुं
रश्मि,1,3,33,1,7,पुं
भानु,1,3,33,2,1,पुं
कर,1,3,33,2,2,पुं
मरीचि,1,3,33,2,3,स्त्री-पुं
दीधिति,1,3,33,2,4,स्त्री
प्रभा,1,3,34,1,1,स्त्री
रुच्,1,3,34,1,2,स्त्री
रुचि,1,3,34,1,3,स्त्री
